kb_id,chunk_type,title,base_food_name,aliases,category,meal_time,diet_tags,health_tags,budget_myr_per_serving,calories,carbohydrates_g,protein_g,fat_g,fibre_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg_estimated,iron_mg_estimated,glycemic_index,halal,vegan,lactose_free,soy_free,nut_free,coconut_free,shellfish_free,recommendation,avoid_reason,modifications,cheaper_alternatives,meal_plan_notes,rag_text,source,confidence
kb_00750,meal_time_use,Lunch use - Nasi Minyak,Nasi Minyak,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, moderate protein, high carbohydrate",6.5,680.0,82.0,18.0,28.0,3.0,4.0,760.0,340.0,234.0,0.7,74.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Minyak. Nasi Minyak can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 680 kcal, carbs 82.0 g, protein 18.0 g, sodium 760 mg, potassium 340 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00751,meal_time_use,Dinner use - Nasi Minyak,Nasi Minyak,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, moderate protein, high carbohydrate",6.5,680.0,82.0,18.0,28.0,3.0,4.0,760.0,340.0,234.0,0.7,74.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Minyak. Nasi Minyak can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 680 kcal, carbs 82.0 g, protein 18.0 g, sodium 760 mg, potassium 340 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00752,meal_time_use,Snack use - Nasi Minyak,Nasi Minyak,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, moderate protein, high carbohydrate",6.5,680.0,82.0,18.0,28.0,3.0,4.0,760.0,340.0,234.0,0.7,74.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Minyak. Nasi Minyak is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 680 kcal, carbs 82.0 g, protein 18.0 g, sodium 760 mg, potassium 340 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00753,meal_time_use,Breakfast use - Nasi Biryani Ayam,Nasi Biryani Ayam,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, high protein, high carbohydrate",6.5,720.0,86.0,32.0,26.0,4.0,6.0,1050.0,520.0,416.0,1.1,75.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Biryani Ayam. Nasi Biryani Ayam can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 720 kcal, carbs 86.0 g, protein 32.0 g, sodium 1050 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00754,meal_time_use,Lunch use - Nasi Biryani Ayam,Nasi Biryani Ayam,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, high protein, high carbohydrate",6.5,720.0,86.0,32.0,26.0,4.0,6.0,1050.0,520.0,416.0,1.1,75.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Biryani Ayam. Nasi Biryani Ayam can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 720 kcal, carbs 86.0 g, protein 32.0 g, sodium 1050 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00755,meal_time_use,Dinner use - Nasi Biryani Ayam,Nasi Biryani Ayam,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, high protein, high carbohydrate",6.5,720.0,86.0,32.0,26.0,4.0,6.0,1050.0,520.0,416.0,1.1,75.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Biryani Ayam. Nasi Biryani Ayam can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 720 kcal, carbs 86.0 g, protein 32.0 g, sodium 1050 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00756,meal_time_use,Snack use - Nasi Biryani Ayam,Nasi Biryani Ayam,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, high protein, high carbohydrate",6.5,720.0,86.0,32.0,26.0,4.0,6.0,1050.0,520.0,416.0,1.1,75.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Biryani Ayam. Nasi Biryani Ayam is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 720 kcal, carbs 86.0 g, protein 32.0 g, sodium 1050 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00757,meal_time_use,Breakfast use - Nasi Tomato,Nasi Tomato,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, moderate protein, high carbohydrate",6.5,640.0,80.0,17.0,24.0,3.0,9.0,850.0,390.0,221.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Tomato. Nasi Tomato can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 640 kcal, carbs 80.0 g, protein 17.0 g, sodium 850 mg, potassium 390 mg, phosphorus about 221 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00758,meal_time_use,Lunch use - Nasi Tomato,Nasi Tomato,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, moderate protein, high carbohydrate",6.5,640.0,80.0,17.0,24.0,3.0,9.0,850.0,390.0,221.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Tomato. Nasi Tomato can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 640 kcal, carbs 80.0 g, protein 17.0 g, sodium 850 mg, potassium 390 mg, phosphorus about 221 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00759,meal_time_use,Dinner use - Nasi Tomato,Nasi Tomato,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, moderate protein, high carbohydrate",6.5,640.0,80.0,17.0,24.0,3.0,9.0,850.0,390.0,221.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Tomato. Nasi Tomato can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 640 kcal, carbs 80.0 g, protein 17.0 g, sodium 850 mg, potassium 390 mg, phosphorus about 221 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00760,meal_time_use,Snack use - Nasi Tomato,Nasi Tomato,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, moderate protein, high carbohydrate",6.5,640.0,80.0,17.0,24.0,3.0,9.0,850.0,390.0,221.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Tomato. Nasi Tomato is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 640 kcal, carbs 80.0 g, protein 17.0 g, sodium 850 mg, potassium 390 mg, phosphorus about 221 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00761,meal_time_use,Breakfast use - Nasi Hujan Panas,Nasi Hujan Panas,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, moderate protein, high carbohydrate",6.5,610.0,78.0,15.0,22.0,3.0,5.0,720.0,330.0,195.0,0.7,74.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Hujan Panas. Nasi Hujan Panas can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 610 kcal, carbs 78.0 g, protein 15.0 g, sodium 720 mg, potassium 330 mg, phosphorus about 195 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
